"Order.ID","Customer.Name","Category","Sub.Category","City","Region","Sales","Discount","Profit","State","cost_price","Order_date"
"OD34","Anu","Oil & Masala","Masalas","Madurai","East",1689,0.34,337.8,"Tamil Nadu",1355.80975316075,2016-09-17
"OD35","Anu","Beverages","Health Drinks","Vellore","Central",809,0.32,80.9,"Tamil Nadu",730.437399678973,2018-10-19
"OD36","Sabeela","Eggs, Meat & Fish","Eggs","Tirunelveli","Central",1265,0.22,569.25,"Tamil Nadu",697.28402485468,2017-12-08
"OD37","James","Beverages","Soft Drinks","Salem","Central",934,0.35,56.04,"Tamil Nadu",881.043652784747,2017-12-08
"OD38","Willams","Fruits & Veggies","Organic Vegetables","Ramanadhapuram","Central",1354,0.16,446.82,"Tamil Nadu",908.633814102564,2016-12-27
"OD39","Jonas","Fruits & Veggies","Fresh Fruits","Chennai","Central",1751,0.19,280.16,"Tamil Nadu",1473.6399158401,2016-12-27
"OD40","Sabeela","Eggs, Meat & Fish","Chicken","Cumbum","Central",2045,0.23,879.35,"Tamil Nadu",1168.33717550366,2016-12-27
"OD41","Malik","Beverages","Health Drinks","Namakkal","Central",660,0.19,92.4,"Tamil Nadu",568.68049293658,2016-12-27
"OD42","Arutra","Beverages","Soft Drinks","Salem","Central",1868,0.18,616.44,"Tamil Nadu",1253.81687036666,2018-09-10
"OD43","Sharon","Snacks","Cookies","Bodi","West",1017,0.25,345.78,"Tamil Nadu",672.902255639098,2017-07-17
"OD44","Mathew","Snacks","Cookies","Dharmapuri","South",2311,0.2,1039.95,"Tamil Nadu",1273.59719438878,2018-09-19
"OD45","Amrish","Bakery","Biscuits","Krishnagiri","Central",1663,0.17,731.72,"Tamil Nadu",932.86587198237,2017-03-11
"OD46","Vince","Eggs, Meat & Fish","Eggs","Madurai","Central",1420,0.19,355,"Tamil Nadu",1067.02735196874,2017-03-11
"OD47","Suresh","Fruits & Veggies","Organic Vegetables","Nagercoil","Central",1415,0.31,509.4,"Tamil Nadu",908.416089878624,2015-10-20
"OD48","Mathew","Snacks","Noodles","Chennai","East",1488,0.3,610.08,"Tamil Nadu",880.561685055165,2017-06-20
"OD49","Ridhesh","Snacks","Noodles","Pudukottai","East",726,0.18,43.56,"Tamil Nadu",683.670607092767,2017-06-20
"OD50","Amrish","Bakery","Cakes","Ooty","Central",1259,0.15,415.47,"Tamil Nadu",844.79719579369,2016-04-18
"OD51","Esther","Beverages","Soft Drinks","Salem","Central",902,0.29,153.34,"Tamil Nadu",750.837428542774,2016-04-18
"OD52","Shah","Beverages","Soft Drinks","Salem","Central",2306,0.3,553.44,"Tamil Nadu",1757.8335005015,2016-04-18
"OD53","Sudha","Bakery","Cakes","Theni","Central",1417,0.19,99.19,"Tamil Nadu",1320.31860535017,2016-04-18
"OD54","Yusuf","Fruits & Veggies","Fresh Vegetables","Madurai","East",627,0.33,181.83,"Tamil Nadu",446.643924952343,2017-12-11
"OD55","Esther","Fruits & Veggies","Organic Fruits","Nagercoil","East",760,0.28,60.8,"Tamil Nadu",701.163257119936,2017-12-11
"OD56","Muneer","Food Grains","Atta & Flour","Salem","East",2350,0.15,611,"Tamil Nadu",1741.61241862794,2017-06-17
"OD57","Komal","Eggs, Meat & Fish","Fish","Krishnagiri","East",1179,0.34,271.17,"Tamil Nadu",910.927152317881,2017-06-17
"OD58","Veena","Food Grains","Dals & Pulses","Trichy","East",1624,0.35,194.88,"Tamil Nadu",1434.13948820873,2017-06-17
"OD59","Sharon","Eggs, Meat & Fish","Mutton","Trichy","East",1316,0.35,421.12,"Tamil Nadu",898.023080782739,2017-06-17
"OD60","Shree","Beverages","Health Drinks","Coimbatore","East",2121,0.12,678.72,"Tamil Nadu",1444.01281537845,2017-06-17
"OD61","Roshan","Oil & Masala","Masalas","Virudhunagar","East",1428,0.28,271.32,"Tamil Nadu",1159.92779783394,2017-06-17
"OD62","Willams","Snacks","Noodles","Perambalur","East",706,0.33,289.46,"Tamil Nadu",417.91913313936,2017-06-17
"OD63","Sudeep","Eggs, Meat & Fish","Fish","Dharmapuri","West",921,0.25,184.2,"Tamil Nadu",738.646616541353,2016-11-24
"OD64","Yusuf","Fruits & Veggies","Fresh Fruits","Trichy","West",1741,0.31,661.58,"Tamil Nadu",1082.7766074832,2016-11-24
"OD65","Willams","Eggs, Meat & Fish","Eggs","Madurai","West",607,0.22,200.31,"Tamil Nadu",407.586690719583,2016-11-24
"OD66","Muneer","Eggs, Meat & Fish","Mutton","Tirunelveli","West",1824,0.25,766.08,"Tamil Nadu",1060.57142857143,2016-11-24
"OD67","Vinne","Food Grains","Atta & Flour","Madurai","Central",1368,0.11,383.04,"Tamil Nadu",986.044649114025,2016-04-30
"OD68","Roshan","Fruits & Veggies","Fresh Vegetables","Pudukottai","West",1160,0.16,510.4,"Tamil Nadu",650.641025641026,2015-12-05
"OD69","Ramesh","Food Grains","Atta & Flour","Viluppuram","West",1294,0.23,77.64,"Tamil Nadu",1219.16407737797,2015-12-05
"OD70","Peer","Oil & Masala","Masalas","Ooty","South",1232,0.14,554.4,"Tamil Nadu",678.549969957941,2017-06-04
"OD71","Verma","Eggs, Meat & Fish","Mutton","Kanyakumari","East",994,0.31,357.84,"Tamil Nadu",638.138228508376,2017-09-18
"OD72","Yusuf","Snacks","Noodles","Kanyakumari","Central",2468,0.18,1011.88,"Tamil Nadu",1458.74574233621,2018-09-14
"OD73","Alan","Snacks","Cookies","Theni","South",721,0.27,100.94,"Tamil Nadu",621.738694475083,2016-04-26
"OD74","Vidya","Fruits & Veggies","Organic Vegetables","Vellore","South",2375,0.21,475,"Tamil Nadu",1903.99839663293,2016-04-26
"OD75","Arvind","Beverages","Soft Drinks","Vellore","South",1965,0.13,117.9,"Tamil Nadu",1849.50435566236,2016-04-26
"OD76","Veronica","Beverages","Soft Drinks","Bodi","Central",1489,0.12,193.57,"Tamil Nadu",1296.98638366039,2018-12-09
"OD77","Arvind","Fruits & Veggies","Organic Fruits","Ooty","Central",1250,0.27,75,"Tamil Nadu",1178.18108894014,2018-12-09
"OD78","Anu","Snacks","Noodles","Coimbatore","Central",1358,0.31,488.88,"Tamil Nadu",871.822650215669,2018-12-09
"OD79","Haseena","Snacks","Cookies","Vellore","Central",719,0.2,64.71,"Tamil Nadu",655.60120240481,2015-11-26
"OD80","Veena","Fruits & Veggies","Organic Fruits","Chennai","South",2303,0.26,621.81,"Tamil Nadu",1685.57248847002,2017-06-12
"OD81","Kumar","Beverages","Health Drinks","Kanyakumari","South",2027,0.34,912.15,"Tamil Nadu",1118.65342163355,2017-06-12
"OD82","Amy","Food Grains","Atta & Flour","Bodi","West",1739,0.29,765.16,"Tamil Nadu",976.672349814462,2015-10-12
"OD83","Komal","Oil & Masala","Spices","Cumbum","West",990,0.26,227.7,"Tamil Nadu",764.287146581111,2015-10-12
"OD84","Ravi","Beverages","Soft Drinks","Dharmapuri","South",2354,0.11,682.66,"Tamil Nadu",1673.1804985484,2016-09-03
"OD85","Amy","Fruits & Veggies","Organic Fruits","Bodi","Central",1044,0.1,344.52,"Tamil Nadu",700.18018018018,2018-11-13
"OD86","Willams","Oil & Masala","Spices","Dindigul","South",2129,0.25,659.99,"Tamil Nadu",1472.69172932331,2018-05-28
"OD87","Sharon","Food Grains","Rice","Theni","Central",1759,0.1,615.65,"Tamil Nadu",1144.49449449449,2018-10-26
"OD88","Ramesh","Eggs, Meat & Fish","Eggs","Viluppuram","Central",1663,0.26,665.2,"Tamil Nadu",1000.40104271105,2018-10-26
"OD89","Sheeba","Bakery","Breads & Buns","Perambalur","Central",2111,0.21,189.99,"Tamil Nadu",1925.05261048201,2017-04-05
"OD90","Krithika","Food Grains","Dals & Pulses","Madurai","West",1878,0.12,450.72,"Tamil Nadu",1428.9947937525,2017-09-17
"OD91","Willams","Eggs, Meat & Fish","Chicken","Ooty","West",769,0.34,46.14,"Tamil Nadu",725.326108769817,2017-09-17
"OD92","Roshan","Beverages","Health Drinks","Virudhunagar","West",1241,0.14,409.53,"Tamil Nadu",832.635689965952,2017-09-17
"OD93","Ravi","Food Grains","Atta & Flour","Madurai","Central",2128,0.14,383.04,"Tamil Nadu",1747.40636891648,2016-01-31
"OD94","Ram","Fruits & Veggies","Fresh Fruits","Namakkal","Central",2257,0.33,270.84,"Tamil Nadu",1992.73602889535,2016-01-31
"OD95","Mathew","Snacks","Chocolates","Bodi","Central",1285,0.28,218.45,"Tamil Nadu",1069.54472523065,2016-01-31
"OD96","Veena","Eggs, Meat & Fish","Fish","Virudhunagar","West",1230,0.13,442.8,"Tamil Nadu",788.22469209973,2018-11-06
"OD97","Sudha","Food Grains","Atta & Flour","Ooty","East",1856,0.21,723.84,"Tamil Nadu",1134.5425393326,2018-11-09
"OD98","Sharon","Fruits & Veggies","Fresh Fruits","Trichy","West",545,0.31,125.35,"Tamil Nadu",420.954960377169,2018-06-17
"OD99","Vince","Snacks","Chocolates","Dharmapuri","Central",2301,0.28,391.17,"Tamil Nadu",1915.19253910951,2017-09-06
"OD100","Krithika","Oil & Masala","Spices","Chennai","Central",1475,0.26,531,"Tamil Nadu",946.460798074995,2017-08-29
"OD101","Adavan","Bakery","Cakes","Coimbatore","Central",2118,0.35,910.74,"Tamil Nadu",1211.50025087807,2017-08-29
"OD102","Roshan","Beverages","Soft Drinks","Coimbatore","Central",1527,0.17,671.88,"Tamil Nadu",856.576179505159,2017-08-29
"OD103","Vinne","Snacks","Chocolates","Nagercoil","Central",567,0.18,175.77,"Tamil Nadu",391.935483870968,2017-12-01
"OD104","Amy","Fruits & Veggies","Fresh Fruits","Ramanadhapuram","West",969,0.27,184.11,"Tamil Nadu",787.014940338915,2016-11-13
"OD105","Suresh","Food Grains","Dals & Pulses","Karur","West",2300,0.14,1035,"Tamil Nadu",1266.77348287603,2016-11-13
"OD106","Komal","Oil & Masala","Masalas","Kanyakumari","West",1575,0.33,78.75,"Tamil Nadu",1501.20397311127,2016-11-13
"OD107","Sundar","Beverages","Health Drinks","Cumbum","South",540,0.12,108,"Tamil Nadu",432.519022827393,2018-11-23
"OD108","Willams","Snacks","Cookies","Tirunelveli","South",536,0.34,176.88,"Tamil Nadu",360.345173590207,2018-11-23
"OD109","Vidya","Eggs, Meat & Fish","Eggs","Tirunelveli","South",556,0.21,155.68,"Tamil Nadu",401.162441126365,2018-11-23
"OD110","Shree","Fruits & Veggies","Fresh Fruits","Coimbatore","Central",1179,0.16,271.17,"Tamil Nadu",909.284855769231,2016-10-15
"OD111","Sundar","Food Grains","Dals & Pulses","Namakkal","East",1487,0.12,505.58,"Tamil Nadu",982.599118942731,2018-12-25
"OD112","Arvind","Bakery","Breads & Buns","Pudukottai","Central",2220,0.1,111,"Tamil Nadu",2111.11111111111,2017-11-03
"OD113","Ravi","Oil & Masala","Edible Oil & Ghee","Dindigul","Central",2155,0.3,581.85,"Tamil Nadu",1577.88365095286,2017-11-03
"OD114","Vinne","Fruits & Veggies","Fresh Vegetables","Krishnagiri","East",1154,0.1,69.24,"Tamil Nadu",1085.84584584585,2015-08-25
"OD115","Muneer","Snacks","Noodles","Salem","East",2420,0.11,242,"Tamil Nadu",2180.39843828211,2015-08-25
"OD116","Rumaiza","Snacks","Chocolates","Karur","East",1305,0.24,287.1,"Tamil Nadu",1020.3488372093,2015-08-25
"OD117","Hussain","Fruits & Veggies","Organic Fruits","Bodi","East",927,0.2,157.59,"Tamil Nadu",770.951903807615,2015-08-25
"OD118","Arvind","Fruits & Veggies","Organic Vegetables","Viluppuram","West",983,0.11,186.77,"Tamil Nadu",797.106817499249,2016-03-02
"OD119","Akash","Food Grains","Rice","Chennai","South",903,0.1,90.3,"Tamil Nadu",813.513513513514,2016-04-05
"OD120","Ganesh","Eggs, Meat & Fish","Chicken","Cumbum","East",1235,0.12,74.1,"Tamil Nadu",1162.29475370445,2017-06-12
"OD121","Alan","Fruits & Veggies","Organic Vegetables","Tirunelveli","East",1243,0.24,174.02,"Tamil Nadu",1071.55172413793,2017-06-12
"OD122","Harish","Bakery","Cakes","Krishnagiri","East",649,0.34,201.19,"Tamil Nadu",449.337748344371,2017-06-12
"OD123","Veronica","Eggs, Meat & Fish","Mutton","Tenkasi","East",2354,0.11,188.32,"Tamil Nadu",2168.06487135849,2017-06-12
"OD124","Anu","Beverages","Soft Drinks","Cumbum","East",1443,0.27,187.59,"Tamil Nadu",1258.80878371603,2017-06-12
"OD125","Sudeep","Bakery","Breads & Buns","Madurai","Central",975,0.26,390,"Tamil Nadu",586.524964908763,2015-12-26
"OD126","Yusuf","Fruits & Veggies","Organic Vegetables","Virudhunagar","Central",889,0.19,71.12,"Tamil Nadu",819.436930167318,2015-09-20
"OD127","Shah","Eggs, Meat & Fish","Mutton","Karur","West",2352,0.17,870.24,"Tamil Nadu",1484.28328157868,2018-11-05
"OD128","Harish","Oil & Masala","Spices","Tirunelveli","West",1293,0.23,336.18,"Tamil Nadu",959.025759246266,2018-11-05
"OD129","Sharon","Food Grains","Rice","Bodi","West",1458,0.29,597.78,"Tamil Nadu",862.721893491124,2017-11-06
"OD130","Peer","Food Grains","Atta & Flour","Coimbatore","West",1801,0.22,126.07,"Tamil Nadu",1678.62297053518,2017-11-06
"OD131","Haseena","Snacks","Chocolates","Tenkasi","East",1261,0.29,416.13,"Tamil Nadu",847.327249022164,2018-02-02
"OD132","Sundar","Beverages","Soft Drinks","Nagercoil","East",2112,0.28,105.6,"Tamil Nadu",2012.03369434416,2018-02-02
"OD133","Ram","Eggs, Meat & Fish","Fish","Ramanadhapuram","East",640,0.24,140.8,"Tamil Nadu",500.400962309543,2018-02-02
"OD134","Shah","Bakery","Cakes","Tenkasi","West",1658,0.12,315.02,"Tamil Nadu",1344.59351221466,2017-10-13
"OD135","Harish","Beverages","Health Drinks","Ramanadhapuram","West",2373,0.18,664.44,"Tamil Nadu",1711.64095371669,2017-10-13
"OD136","Veena","Fruits & Veggies","Organic Fruits","Cumbum","West",1430,0.19,514.8,"Tamil Nadu",916.942190161306,2017-10-13
"OD137","Sundar","Oil & Masala","Spices","Viluppuram","West",1873,0.3,674.28,"Tamil Nadu",1202.32698094283,2017-10-13
"OD138","Jackson","Eggs, Meat & Fish","Eggs","Theni","West",867,0.14,329.46,"Tamil Nadu",538.293611055478,2017-10-13
"OD139","Malik","Snacks","Noodles","Theni","West",1101,0.19,484.44,"Tamil Nadu",617.733694018635,2017-10-13
"OD140","Hussain","Eggs, Meat & Fish","Mutton","Ooty","West",1088,0.28,424.32,"Tamil Nadu",665.543521861212,2017-10-13
"OD141","Veena","Bakery","Biscuits","Perambalur","East",866,0.32,381.04,"Tamil Nadu",486.516853932584,2017-09-05
"OD142","Aditi","Oil & Masala","Masalas","Tirunelveli","West",2483,0.14,223.47,"Tamil Nadu",2262.69777688764,2018-09-18
"OD143","Surya","Food Grains","Atta & Flour","Kanyakumari","West",1335,0.11,293.7,"Tamil Nadu",1042.4466913605,2018-09-18
"OD144","Sharon","Eggs, Meat & Fish","Fish","Tenkasi","West",765,0.24,252.45,"Tamil Nadu",513.783079390537,2018-09-18
"OD145","Vinne","Eggs, Meat & Fish","Mutton","Tenkasi","Central",2403,0.2,624.78,"Tamil Nadu",1781.78356713427,2018-12-22
"OD146","Malik","Oil & Masala","Edible Oil & Ghee","Coimbatore","West",1551,0.13,573.87,"Tamil Nadu",978.401922499249,2016-09-07
"OD147","Ridhesh","Food Grains","Organic Staples","Theni","East",1564,0.27,187.68,"Tamil Nadu",1380.04612453625,2015-10-22
"OD148","Harish","Fruits & Veggies","Fresh Vegetables","Tirunelveli","Central",1125,0.33,292.5,"Tamil Nadu",835.256345941607,2017-12-05
"OD149","Veronica","Beverages","Health Drinks","Tenkasi","Central",768,0.1,184.32,"Tamil Nadu",584.264264264264,2017-12-05
"OD150","Ravi","Eggs, Meat & Fish","Fish","Vellore","Central",1985,0.26,734.45,"Tamil Nadu",1253.80990575496,2017-12-05
"OD151","Muneer","Food Grains","Rice","Bodi","Central",2287,0.13,1029.15,"Tamil Nadu",1259.48733353359,2017-12-05
"OD152","Jackson","Snacks","Chocolates","Pudukottai","West",1016,0.34,335.28,"Tamil Nadu",683.042343969496,2017-03-13
"OD153","Amy","Snacks","Cookies","Namakkal","West",852,0.26,76.68,"Tamil Nadu",777.341086825747,2017-03-13
"OD154","Ram","Food Grains","Organic Staples","Ramanadhapuram","West",1233,0.28,234.27,"Tamil Nadu",1001.53429602888,2016-05-31
"OD155","Jonas","Snacks","Noodles","Pudukottai","West",2236,0.14,626.08,"Tamil Nadu",1612.17704786701,2016-05-31
"OD156","Ramesh","Fruits & Veggies","Fresh Vegetables","Viluppuram","West",2188,0.32,809.56,"Tamil Nadu",1382.86516853933,2016-05-31
"OD157","Peer","Snacks","Cookies","Coimbatore","West",1114,0.2,456.74,"Tamil Nadu",658.577154308617,2016-05-28
"OD158","Komal","Oil & Masala","Edible Oil & Ghee","Salem","West",1774,0.15,620.9,"Tamil Nadu",1154.83224837256,2015-03-01
"OD159","Amy","Beverages","Soft Drinks","Karur","Central",2364,0.21,1040.16,"Tamil Nadu",1326.62591442028,2017-11-20
"OD160","Amrish","Food Grains","Dals & Pulses","Madurai","Central",1487,0.11,148.7,"Tamil Nadu",1339.77375112624,2017-11-20
"OD161","Yadav","Beverages","Soft Drinks","Ooty","West",713,0.3,192.51,"Tamil Nadu",522.056168505517,2017-05-11
"OD162","Vinne","Eggs, Meat & Fish","Fish","Kanyakumari","East",737,0.2,280.06,"Tamil Nadu",457.855711422846,2016-12-28
"OD163","Amrish","Snacks","Chocolates","Trichy","West",1004,0.26,341.36,"Tamil Nadu",664.367355123321,2017-11-16
"OD164","Hussain","Snacks","Cookies","Theni","West",1516,0.32,121.28,"Tamil Nadu",1399.1974317817,2017-11-07
"OD165","Haseena","Food Grains","Atta & Flour","Ramanadhapuram","Central",1442,0.28,605.64,"Tamil Nadu",838.708383473726,2015-09-08
"OD166","Sudha","Beverages","Health Drinks","Madurai","Central",1690,0.33,422.5,"Tamil Nadu",1271.69659877596,2015-09-08
"OD167","Adavan","Snacks","Chocolates","Bodi","Central",2021,0.13,343.57,"Tamil Nadu",1679.61349754681,2015-09-08
"OD168","Aditi","Eggs, Meat & Fish","Mutton","Ooty","Central",2340,0.25,491.4,"Tamil Nadu",1853.23308270677,2015-09-08
"OD169","Krithika","Oil & Masala","Spices","Viluppuram","Central",705,0.15,176.25,"Tamil Nadu",529.544316474712,2015-09-08
"OD170","Sharon","Eggs, Meat & Fish","Chicken","Trichy","Central",1215,0.2,60.75,"Tamil Nadu",1156.56312625251,2015-09-08
"OD171","Akash","Food Grains","Dals & Pulses","Krishnagiri","Central",552,0.25,237.36,"Tamil Nadu",315.428571428571,2015-09-08
"OD172","Sabeela","Beverages","Health Drinks","Tirunelveli","West",1412,0.11,564.8,"Tamil Nadu",848.132946240865,2015-08-05
"OD173","Surya","Food Grains","Dals & Pulses","Tirunelveli","West",791,0.32,150.29,"Tamil Nadu",642.766853932584,2015-08-05
"OD174","Alan","Fruits & Veggies","Organic Vegetables","Viluppuram","West",2476,0.33,420.92,"Tamil Nadu",2061.88421791913,2015-08-05
"OD175","Aditi","Fruits & Veggies","Fresh Vegetables","Karur","Central",1747,0.27,471.69,"Tamil Nadu",1278.76265917979,2015-09-14
"OD176","Shah","Fruits & Veggies","Organic Fruits","Pudukottai","Central",1973,0.15,848.39,"Tamil Nadu",1126.29944917376,2015-09-14
"OD177","Mathew","Oil & Masala","Spices","Krishnagiri","Central",2025,0.24,546.75,"Tamil Nadu",1481.80633520449,2018-04-21
"OD178","Rumaiza","Snacks","Noodles","Vellore","East",1016,0.29,223.52,"Tamil Nadu",794.784876140808,2016-11-21
"OD179","Arvind","Fruits & Veggies","Organic Fruits","Trichy","East",689,0.3,55.12,"Tamil Nadu",635.787362086259,2016-11-21
"OD180","Krithika","Food Grains","Atta & Flour","Karur","East",1322,0.16,343.72,"Tamil Nadu",979.847756410256,2016-12-15
"OD181","Arvind","Snacks","Cookies","Bodi","Central",1605,0.25,433.35,"Tamil Nadu",1174.58646616541,2015-12-05
"OD182","Ravi","Beverages","Health Drinks","Namakkal","Central",1718,0.2,171.8,"Tamil Nadu",1549.29859719439,2015-12-05
"OD183","Jonas","Oil & Masala","Edible Oil & Ghee","Madurai","South",2177,0.35,783.72,"Tamil Nadu",1398.17360762669,2015-11-19
"OD184","Surya","Food Grains","Organic Staples","Cumbum","South",578,0.19,236.98,"Tamil Nadu",341.669171425709,2015-11-19
"OD185","Amrish","Food Grains","Dals & Pulses","Dindigul","South",782,0.28,195.5,"Tamil Nadu",588.146811070999,2015-11-19
"OD186","Shah","Snacks","Noodles","Chennai","East",1388,0.35,97.16,"Tamil Nadu",1295.37380832915,2017-11-28
"OD187","Krithika","Bakery","Cakes","Cumbum","West",2264,0.21,792.4,"Tamil Nadu",1474.69686341317,2015-08-26
"OD188","Anu","Beverages","Soft Drinks","Pudukottai","Central",813,0.16,138.21,"Tamil Nadu",675.871394230769,2017-07-16
"OD189","Yusuf","Fruits & Veggies","Organic Fruits","Madurai","Central",2015,0.24,564.2,"Tamil Nadu",1454.29029671211,2017-07-16
"OD190","Rumaiza","Beverages","Soft Drinks","Vellore","East",1433,0.3,472.89,"Tamil Nadu",962.998996990973,2016-10-12
"OD191","Amrish","Fruits & Veggies","Organic Fruits","Chennai","East",2093,0.11,334.88,"Tamil Nadu",1760.05606166783,2016-10-12
"OD192","Muneer","Fruits & Veggies","Fresh Vegetables","Chennai","East",2149,0.17,623.21,"Tamil Nadu",1528.38826004207,2016-10-12
"OD193","Anu","Beverages","Health Drinks","Dharmapuri","East",1972,0.32,414.12,"Tamil Nadu",1562.88121990369,2016-10-12
"OD194","Suresh","Oil & Masala","Masalas","Dharmapuri","East",2060,0.25,432.6,"Tamil Nadu",1631.47869674185,2016-10-12
"OD195","Peer","Eggs, Meat & Fish","Eggs","Tirunelveli","West",1175,0.12,340.75,"Tamil Nadu",835.252302763316,2016-10-31
"OD196","Sundar","Oil & Masala","Edible Oil & Ghee","Theni","East",1006,0.25,191.14,"Tamil Nadu",816.902255639098,2015-03-21
"OD197","Sudeep","Bakery","Breads & Buns","Karur","East",1409,0.16,380.43,"Tamil Nadu",1030.21834935897,2015-03-21
"OD198","Verma","Food Grains","Organic Staples","Pudukottai","East",914,0.34,338.18,"Tamil Nadu",577.784467188441,2018-11-06
"OD199","Surya","Eggs, Meat & Fish","Mutton","Tirunelveli","East",1352,0.3,527.28,"Tamil Nadu",827.201604814443,2018-07-06
"OD200","Sudha","Eggs, Meat & Fish","Eggs","Trichy","East",682,0.25,170.5,"Tamil Nadu",512.781954887218,2018-07-06
"OD201","James","Food Grains","Organic Staples","Tirunelveli","East",1738,0.22,243.32,"Tamil Nadu",1497.97554620164,2018-06-24
"OD202","Vidya","Bakery","Cakes","Salem","West",2421,0.25,484.2,"Tamil Nadu",1941.65413533835,2015-08-03
"OD203","Jackson","Food Grains","Organic Staples","Ramanadhapuram","West",2245,0.24,404.1,"Tamil Nadu",1845.32878909383,2015-08-03
"OD204","Akash","Oil & Masala","Masalas","Vellore","Central",896,0.12,295.68,"Tamil Nadu",601.041249499399,2018-12-17
